Alliance,Association,CaCode,MCVAboveAlliance,SumOfCountOfSurveyID,Inactivated,CaCodeUpdate,AllianceUpdate,AssociationUpdate,InactivationType,LineageNewCaCode
Ribes quercetorum – Rhus trilobata – Frangula californica,Prunus virginiana,37.965.01,,2,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica,Prunus virginiana Foothills,37.965.01,,4,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica,Sambucus nigra / Leymus condensatus,63.410.02,,1,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica [pending],,37.965.00,,5,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica [pending],Cercis occidentalis,37.965.03,,6,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica [pending],Frangula californica – (Prunus emarginata – Ribes menziesii),37.965.04,,4,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica [pending],Prunus emarginata Foothills,37.965.05,,3,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica [pending],Prunus virginiana Foothills,37.965.01,,3,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica [pending],Rhus trilobata Sierran,37.965.02,,10,FALSE,,,,,
Ribes quercetorum – Rhus trilobata – Frangula californica [pending],Ribes quercetorum,37.960.01,,1,FALSE,,,,,
Rosa californica,,,,1,FALSE,63.907.00,,,,
Rosa californica,,63.907.00,,1,FALSE,,,,,
Rosa californica,Rosa californica,63.907.02,,9,FALSE,,,,,
Rubus armeniacus,Rubus armeniacus,63.906.01,,4,FALSE,,,,,
Rubus armeniacus – Sesbania punicea – Ficus carica,,63.906.00,,33,FALSE,,,,,
Rubus armeniacus – Sesbania punicea – Ficus carica,Ficus carica,63.906.03,,10,FALSE,,,,,
Rubus armeniacus – Sesbania punicea – Ficus carica,Rubus armeniacus,63.906.01,,9,FALSE,,,,,
Rubus spectabilis – Morella californica,,63.910.00,,1,FALSE,,,,,
Rubus spectabilis – Morella californica,Morella californica – Rubus spp.,63.910.01,,13,TRUE,,,,Split,"63.910.05, 63.910.04"
Rubus spectabilis – Morella californica,Rubus spectabilis,63.901.04,,10,FALSE,,,,,
Rubus spectabilis – Morella californica,Sambucus racemosa – (Rubus ursinus),63.910.02,,5,FALSE,,,,,
"Ruppia (cirrhosa, maritima)",Ruppia cirrhosa – algae,52.202.02,,1,FALSE,,,,,
Salix boothii – Salix geyeriana – Salix lutea,,61.218.00,,12,FALSE,,,,,
Salix boothii – Salix geyeriana – Salix lutea,Salix geyeriana / mesic graminoid,61.212.02,,1,FALSE,,,,,
Salix boothii – Salix geyeriana – Salix lutea,Salix lucida / Mesic forb,61.218.02,,1,FALSE,,,,,
Salix boothii – Salix geyeriana – Salix lutea,Salix lucida / Mesic graminoid,61.218.01,,2,FALSE,,,,,
Salix boothii – Salix geyeriana – Salix lutea,Salix lucida / Poa pratensis,61.204.02,,7,TRUE,,,,Lumped,61.218.01
Salix breweri,Salix breweri,61.215.02,,1,FALSE,,,,,
Salix eastwoodiae - Salix lemmonii,Salix lemmonii / mesic forb,61.113.04,,2,FALSE,,,,,
Salix eastwoodiae - Salix lemmonii,Salix lemmonii / mesic graminoid,61.113.03,,10,FALSE,,,,,
Salix eastwoodiae – Salix lemmonii,,61.121.00,,4,FALSE,,,,,
Salix eastwoodiae – Salix lemmonii,Salix eastwoodiae / Senecio triangularis,63.160.02,,6,FALSE,,,,,
Salix eastwoodiae – Salix lemmonii,Salix lemmonii / mesic forb,61.113.04,,2,FALSE,,,,,
Salix eastwoodiae – Salix lemmonii,Salix lemmonii / mesic graminoid,61.113.03,,5,FALSE,,,,,
Salix exigua,,61.209.00,,104,FALSE,,,,,
Salix exigua,Salix exigua,61.209.01,,28,FALSE,,,,,
Salix exigua,Salix exigua – (Salix lasiolepis) – Rubus armeniacus,61.209.07,,2,FALSE,,,,,
Salix exigua,Salix exigua – Arundo donax,61.209.02,,10,FALSE,,,,,
Salix exigua,Salix exigua – Salix melanopsis,61.209.03,,2,FALSE,,,,,
Salix exigua,Salix exigua / Baccharis sergiloides,61.209.04,,12,FALSE,,,,,
Salix exigua,Salix exigua / Mesic graminoids,61.209.05,,5,FALSE,,,,,
Salix exigua,Salix exigua / Mesic Graminoids Western Wet Shrubland,61.209.05,,6,FALSE,,,,,
Salix gooddingii,,61.211.00,,6,TRUE,,,,Merged,61.216.00
Salix gooddingii,Salix gooddingii,61.211.01,,12,FALSE,,,,,
Salix gooddingii – Salix laevigata,,,,3,FALSE,61.216.00,,,,
Salix gooddingii – Salix laevigata,,61.216.00,,94,FALSE,,,,,
Salix gooddingii – Salix laevigata,Salix gooddingii,61.211.01,,12,FALSE,,,,,
Salix gooddingii – Salix laevigata,Salix gooddingii / Baccharis salicifolia,61.211.02,,3,FALSE,,,,,
Salix gooddingii – Salix laevigata,Salix gooddingii / Rubus armeniacus,61.211.07,,1,FALSE,,,,,
Salix gooddingii – Salix laevigata,Salix laevigata,61.205.01,,36,FALSE,,,,,
Salix gooddingii – Salix laevigata,Salix laevigata,61.205.01,,2,FALSE,,,,,
Salix gooddingii – Salix laevigata,Salix laevigata / (Cornus sericea – Ribes spp.) / Scirpus microcarpus – Carex spp.,61.205.05,,1,FALSE,,,,,
Salix gooddingii – Salix laevigata,Salix laevigata / Salix lasiolepis,,,4,FALSE,61.205.02,,,,
Salix gooddingii – Salix laevigata,Salix laevigata / Salix lasiolepis,61.205.02,,19,FALSE,,,,,
Salix hookeriana – Salix sitchensis – Spiraea douglasii,Salix hookeriana,61.203.01,,5,FALSE,,,,,
Salix hookeriana – Salix sitchensis – Spiraea douglasii,Salix sitchensis,61.206.01,,3,FALSE,,,,,
Salix hookeriana – Salix sitchensis – Spiraea douglasii [pending],Salix hookeriana,61.203.01,,5,FALSE,,,,,
Salix hookeriana – Salix sitchensis – Spiraea douglasii [pending],Salix sitchensis,61.206.01,,9,FALSE,,,,,
Salix laevigata,,61.205.00,,57,TRUE,,,,Merged,61.216.00
Salix laevigata,Salix laevigata,61.205.01,,14,FALSE,,,,,
Salix laevigata,Salix laevigata / Salix lasiolepis,61.205.02,,22,FALSE,,,,,
Salix lasiolepis,,,,1,FALSE,61.201.00,,,,
Salix lasiolepis,,61.201.00,,61,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis,61.201.01,,37,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis,61.201.01,,2,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis – Baccharis salicifolia,,,1,FALSE,61.201.06,,,,
Salix lasiolepis,Salix lasiolepis – Baccharis salicifolia,61.201.06,,7,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis – Rosa californica,,,3,FALSE,61.201.08,,,,
Salix lasiolepis,Salix lasiolepis – Rubus spp.,61.201.03,,46,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis – Salix lucida,61.201.04,,4,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis / Artemisia douglasiana,61.201.02,,1,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis / Barren Ground,61.201.09,,2,FALSE,,,,,
Salix lasiolepis,Salix lasiolepis / Rosa woodsii / Mixed Herbs,61.201.10,,10,FALSE,,,,,
Salix lucida,,61.204.00,,14,FALSE,,,,,
Salix lucida,Salix lucida ssp. lasiandra,61.204.03,,8,FALSE,,,,,
Salix lucida ssp. lasiandra,Salix lucida ssp. lasiandra,61.204.03,,17,FALSE,,,,,
Salix orestera,Salix orestera / Allium validum,63.160.03,,8,FALSE,,,,,
Salix orestera,Salix orestera / Senecio triangularis,61.115.02,,1,FALSE,,,,,
Salix scouleriana,,37.980.00,,5,FALSE,,,,,
Salix scouleriana,Salix scouleriana,37.980.01,,9,FALSE,,,,,
Salix sitchensis,Salix sitchensis,61.206.01,,7,FALSE,,,,,
Salvia apiana,,,,3,FALSE,32.030.00,,,,
Salvia apiana,,32.030.00,,10,FALSE,,,,,
Salvia apiana,Salvia apiana,32.030.04,,7,FALSE,,,,,
Salvia apiana,Salvia apiana – Artemisia californica,32.030.01,,11,FALSE,,,,,
Salvia leucophylla,Salvia leucophylla,32.090.03,,3,FALSE,,,,,
Salvia leucophylla,Salvia leucophylla – Artemisia californica,32.090.01,,4,FALSE,,,,,
Salvia mellifera,,,,8,FALSE,,,,,
Salvia mellifera,,32.020.00,,12,TRUE,,,,,32.025.00
Salvia mellifera,Salvia mellifera,32.020.03,,12,FALSE,,,,,
Salvia mellifera,Salvia mellifera – Eriogonum cinereum – Rhus integrifolia,32.020.12,,5,FALSE,,,,,
Salvia mellifera,Salvia mellifera – Eriogonum fasciculatum,32.020.13,,11,FALSE,,,,,
Salvia mellifera,Salvia mellifera – Malosma laurina,32.020.01,,20,TRUE,,,,Merged,32.020.15
Salvia mellifera – (Artemisia californica),Salvia mellifera,32.020.03,,10,FALSE,,,,,
Salvia mellifera – (Artemisia californica),Salvia mellifera – Artemisia californica,32.120.01,,7,FALSE,,,,,
Salvia mellifera – (Artemisia californica) [pending],Salvia mellifera,,,3,FALSE,32.020.03,,,,
Salvia mellifera – (Artemisia californica) [pending],Salvia mellifera – Artemisia californica,32.120.01,,2,FALSE,,,,,
Salvia mellifera – (Artemisia californica) [pending],Salvia mellifera – Eriogonum fasciculatum / Bromus rubens,,,2,FALSE,32.020.06,,,,
Salvia mellifera – (Artemisia californica) [pending],Salvia mellifera – Malacothamnus fasciculatus,45.450.06,,1,FALSE,,,,,
Salvia mellifera – Artemisia californica,Salvia mellifera,32.020.03,,9,FALSE,,,,,
Salvia mellifera – Artemisia californica,Salvia mellifera – Artemisia californica – Malosma laurina,32.020.15,,8,FALSE,,,,,
Salvia mellifera – Artemisia californica,Salvia mellifera – Eriogonum cinereum,32.020.08,,2,FALSE,,,,,
Salvia mellifera – Artemisia californica,Salvia mellifera – Lotus scoparius,32.020.09,,1,TRUE,,,,Lumped,32.020.15
Salvia mellifera – Artemisia californica,Salvia mellifera – Rhus ovata,32.020.11,,3,FALSE,,,,,
Salvia mellifera – Artemisia californica [pending],,32.025.00,,1,FALSE,,,,,
Sambucus nigra,,63.410.00,,5,TRUE,,,,Split,"61.580.00, 37.965.00"
Sambucus nigra,Sambucus nigra,63.410.01,,2,TRUE,,,,Split,"61.580.03, 37.965.06"
Sarcobatus vermiculatus,,36.400.00,,9,FALSE,,,,,
Sarcobatus vermiculatus,Atriplex parryi,36.220.01,,11,FALSE,,,,,
Sarcobatus vermiculatus,Chrysothamnus albidus,35.331.01,,38,FALSE,,,,,
Sarcobatus vermiculatus,Sarcobatus vermiculatus,36.400.01,,4,FALSE,,,,,
Sarcobatus vermiculatus,Sarcobatus vermiculatus – Artemisia tridentata,,,9,FALSE,36.400.08,,,,
Sarcobatus vermiculatus,Sarcobatus vermiculatus – Artemisia tridentata,36.400.08,,6,FALSE,,,,,
Sarcobatus vermiculatus,"Sarcobatus vermiculatus – Atriplex confertifolia – (Picrothamnus desertorum, Suaeda moquinii)",36.400.02,,29,FALSE,,,,,
Sarcobatus vermiculatus,Sarcobatus vermiculatus – Suaeda moquinii,36.400.07,,2,FALSE,,,,,
Sarcobatus vermiculatus,Sarcobatus vermiculatus / Leymus cinereus,36.400.03,,1,FALSE,,,,,
Sarcobatus vermiculatus,Sarcobatus vermiculatus / Sporobolus airoides,36.400.05,,1,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),,52.215.00,,18,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Frankenia salina – Limonium californicum – Monanthochloe littoralis – Sarcocornia pacifica,52.500.01,,2,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Salicornia bigelovii,52.215.23,,7,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Salicornia depressa,,,1,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Atriplex prostrata,52.215.06,,6,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Cotula coronopifolia,52.215.16,,1,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Frankenia salina,52.215.09,,15,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Jaumea carnosa,52.215.11,,10,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Jaumea carnosa – Batis maritima,52.215.22,,8,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Jaumea carnosa – Distichlis spicata,52.215.03,,79,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Lepidium latifolium,52.215.12,,2,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Monanthochloe littoralis,,,3,FALSE,52.500.01,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica – Schoenoplectus americanus,52.215.25,,14,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Sarcocornia pacifica Tidal,52.215.05,,200,FALSE,,,,,
Sarcocornia pacifica (Salicornia depressa),Triglochin maritima,52.215.24,,1,FALSE,,,,,
"Schinus (molle, terebinthifolius) – Myoporum laetum",,79.200.00,,10,FALSE,,,,,
"Schinus (molle, terebinthifolius) – Myoporum laetum",Schinus molle,79.200.02,,2,FALSE,,,,,
"Schinus (molle, terebinthifolius) – Myoporum laetum",Schinus molle / Lepidospartum squamatum,79.200.03,,2,FALSE,,,,,
"Schoenoplectus (acutus, californicus)",,52.128.00,,18,FALSE,,,,,
"Schoenoplectus (acutus, californicus)","Schoenoplectus (acutus, californicus) – Wetland herbs",52.128.01,,1,FALSE,,,,,
"Schoenoplectus (acutus, californicus)",Schoenoplectus acutus,52.122.01,,29,FALSE,,,,,
"Schoenoplectus (acutus, californicus)",Schoenoplectus acutus – Typha domingensis,52.102.02,,1,FALSE,,,,,
"Schoenoplectus (acutus, californicus)",Schoenoplectus californicus,52.114.02,,12,FALSE,,,,,
Schoenoplectus acutus,,52.122.00,,4,TRUE,,,,,52.128.00
Schoenoplectus acutus,Schoenoplectus acutus,52.122.01,,5,FALSE,,,,,
Schoenoplectus americanus,,52.111.00,,7,FALSE,,,,,
Schoenoplectus americanus,Schoenoplectus americanus,52.111.04,,58,FALSE,,,,,
Schoenoplectus americanus,Schoenoplectus americanus – Schoenoplectus californicus – Schoenoplectus acutus,52.111.06,,11,FALSE,,,,,
Schoenoplectus americanus,Schoenoplectus pungens – Argentina egedii,52.111.07,,3,FALSE,,,,,
Schoenoplectus californicus,,52.114.00,,2,TRUE,,,,,52.128.00
Schoenoplectus californicus,Schoenoplectus californicus,52.114.02,,7,FALSE,,,,,
Scirpus microcarpus,Scirpus microcarpus,52.113.01,,4,TRUE,,,,Split,"52.113.04, 52.113.05"
Sedum spathulifolium,Sedum spathulifolium – Polypodium californicum / Lichen – Moss,43.400.01,,8,FALSE,,,,,
"Selaginella (bigelovii, wallacei)",Selaginella bigelovii – (Epilobium canum – Melica californica),42.062.03,,4,FALSE,,,,,
"Selaginella (bigelovii, wallacei)",Selaginella bigelovii / Eriogonum fasciculatum,,,6,FALSE,42.062.01,,,,
"Selaginella (bigelovii, wallacei)",Selaginella bigelovii / Eriogonum fasciculatum,42.062.01,,10,FALSE,,,,,
"Selaginella (bigelovii, wallacei)",Selaginella wallacei / Lichen – Moss,42.062.02,,2,FALSE,,,,,
Selaginella bigelovii,,42.062.00,,5,FALSE,,,,,
Selaginella bigelovii,Selaginella bigelovii / Eriogonum fasciculatum,42.062.01,,1,FALSE,,,,,
Senecio triangularis – Veratrum californicum – Mimulus spp.,Mimulus guttatus,44.111.01,,1,FALSE,,,,,
Senecio triangularis – Veratrum californicum – Mimulus spp.,Veratrum californicum,45.423.02,,3,FALSE,,,,,
Senecio triangularis – Veratrum californicum – Mimulus spp.,Veratrum californicum – Senecio triangularis,45.423.01,,4,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,,33.045.00,,126,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Hyptis emoryi,33.190.01,,5,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Hyptis emoryi – Nolina bigelovii,33.190.03,,6,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii – (Ambrosia eriocentra – Salvia dorrii),33.045.01,,17,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii – (Bebbia juncea – Hyptis emoryi),33.045.02,,3,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii – Ambrosia salsola,33.040.05,,37,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii – annual herbs (Bromus rubens),,,4,FALSE,33.040.02,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii – Eriogonum fasciculatum,33.040.13,,8,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii – Prunus fasciculata,33.040.07,,38,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii – Viguiera parishii,33.040.06,,16,FALSE,,,,,
Senegalia greggii – Hyptis emoryi – Justicia californica,Senegalia greggii Wash,33.040.01,,9,FALSE,,,,,
Sequoia sempervirens,,86.100.00,,6,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens,86.100.04,,3,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Acer macrophyllum – Umbellularia californica,86.100.14,,31,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Arbutus menziesii / Vaccinium ovatum,86.100.15,,6,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Notholithocarpus densiflorus / Vaccinium ovatum,86.100.16,,41,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Pinus muricata,86.100.33,,1,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Pinus muricata Provisional,86.100.33,,1,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Pseudotsuga menziesii – Notholithocarpus densiflorus,86.100.31,,50,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Pseudotsuga menziesii – Umbellularia californica,86.100.20,,14,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens – Umbellularia californica,86.100.21,,16,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens / (Pteridium aquilinum) – Woodwardia fimbriata,86.100.02,,20,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens / Oxalis oregana,86.100.13,,10,FALSE,,,,,
Sequoia sempervirens,Sequoia sempervirens / Polystichum munitum,86.100.25,,8,FALSE,,,,,
Sequoiadendron giganteum,,86.200.00,,8,FALSE,,,,,
Sequoiadendron giganteum,Sequoiadendron giganteum – Pinus lambertiana / Cornus nuttallii,86.200.01,,8,FALSE,,,,,
Sesuvium verrucosum,Sesuvium verrucosum – Distichlis spicata,52.210.03,,1,FALSE,,,,,
Shepherdia argentea,,,,4,FALSE,,,,,
Simmondsia chinensis,Simmondsia chinensis – Eriogonum fasciculatum – Cylindropuntia californica,33.005.01,,4,FALSE,,,,,
Simmondsia chinensis,Simmondsia chinensis – Viguiera laciniata,,,24,FALSE,,,,,
Sparganium (angustifolium),Sparganium eurycarpum,52.010.02,,10,FALSE,,,,,
Spartina foliosa,Spartina foliosa,52.020.02,,30,FALSE,,,,,
Spartina foliosa,Spartina foliosa – Sarcocornia pacifica,52.020.01,,67,FALSE,,,,,
"Sphaeralcea (ambigua, coccinea, parvifolia)",,41.100.00,,1,FALSE,,,,,
"Sphaeralcea (ambigua, coccinea, parvifolia)",Sphaeralcea ambigua,41.100.01,,25,FALSE,,,,,
Sporobolus airoides,Sporobolus airoides,41.010.01,,1,FALSE,,,,,
Sporobolus airoides – Muhlenbergia asperifolia – Spartina gracilis,,52.060.00,,7,FALSE,,,,,
Sporobolus airoides – Muhlenbergia asperifolia – Spartina gracilis,Ivesia kingii – Spartina gracilis,52.060.04,,30,FALSE,,,,,
Sporobolus airoides – Muhlenbergia asperifolia – Spartina gracilis,Muhlenbergia asperifolia,52.060.01,,10,FALSE,,,,,
Sporobolus airoides – Muhlenbergia asperifolia – Spartina gracilis,Spartina gracilis,52.030.01,,6,FALSE,,,,,
Sporobolus airoides – Muhlenbergia asperifolia – Spartina gracilis,Sporobolus airoides,41.010.01,,26,FALSE,,,,,
Sporobolus airoides – Muhlenbergia asperifolia – Spartina gracilis,Sporobolus airoides – Distichlis spicata,52.060.03,,4,FALSE,,,,,
Sporobolus airoides – Muhlenbergia asperifolia – Spartina gracilis,Sporobolus airoides / Allenrolfea occidentalis,41.010.03,,3,FALSE,,,,,
Stipa thurberiana,,,,1,FALSE,,,,,
Stuckenia (pectinata) – Potamogeton spp.,Potamogeton spp.,52.107.02,,6,FALSE,,,,,
Stuckenia (pectinata) – Potamogeton spp.,Stuckenia pectinata,52.107.01,,3,FALSE,,,,,
Suaeda esteroa,,,,1,FALSE,,,,,
Suaeda moquinii,,36.200.00,,111,FALSE,,,,,
Suaeda moquinii,Isocoma acradenia – Suaeda moquinii,36.210.02,,1,FALSE,,,,,
Suaeda moquinii,Isocoma acradenia Alkaline Wet,36.210.01,,6,FALSE,,,,,
Suaeda moquinii,Isocoma acradenia Alkaline Wet,36.210.01,,5,FALSE,,,,,
Suaeda moquinii,Suaeda moquinii,36.200.01,,36,FALSE,,,,,
Suaeda moquinii,Suaeda moquinii – Atriplex canescens,36.200.03,,8,FALSE,,,,,
Suaeda moquinii,Suaeda moquinii / Lepidium dictyotum,36.200.04,,8,FALSE,,,,,
Suaeda moquinii,Suaeda moquinii / Lepidium dictyotum,36.200.04,,1,FALSE,,,,,
Tamarix spp ruderal riparian,,63.810.00,,2,FALSE,,,,,
Tamarix spp.,,63.810.00,,76,FALSE,,,,,
Tamarix spp.,Tamarix spp.,63.810.01,,6,FALSE,,,,,
Tamarix spp.,Tamarix spp.,63.810.01,,1,FALSE,,,,,
Toxicodendron diversilobum,,,,1,FALSE,37.940.00,,,,
Toxicodendron diversilobum,,37.940.00,,32,FALSE,,,,,
Toxicodendron diversilobum,Toxicodendron diversilobum – (Baccharis pilularis),37.940.09,,30,FALSE,,,,,
Toxicodendron diversilobum,Toxicodendron diversilobum – Artemisia californica / Leymus condensatus,37.940.02,,5,FALSE,,,,,
Toxicodendron diversilobum,Toxicodendron diversilobum – Baccharis pilularis,37.940.09,,2,FALSE,,,,,
